,Кредит (актив),Вклад (пассив),Дата погашения,"Срок погашения, дней","Ставка, %",[ОТВЕТ] Номер группы,Пример группировки (для первых 20 сделок),
868,12000000.0,0.0,25.05.2018,64,1.9436,15.0,,
869,0.0,17000000.0,12.06.2018,82,2.0714,18.0,,
870,22000000.0,0.0,19.06.2018,89,2.1775,19.0,,
871,0.0,22500000.0,23.04.2018,32,1.7447,13.0,,
872,0.0,10000000.0,23.04.2018,32,1.7445,13.0,,
873,0.0,40000000.0,30.04.2018,39,1.7669,13.0,,
874,0.0,10000000.0,04.05.2018,43,1.787,13.0,,
875,41000000.0,0.0,08.05.2018,47,1.789,13.0,,
876,0.0,10000000.0,10.05.2018,49,1.8105,14.0,,
877,0.0,10000000.0,10.05.2018,49,1.8105,14.0,,
878,0.0,52000000.0,25.05.2018,64,1.9436,15.0,,
879,20000000.0,0.0,11.06.2018,81,2.0714,18.0,,
880,0.0,401274.24,30.04.2018,39,3.0,25.0,,
881,0.0,18300000.0,23.04.2018,32,1.7447,13.0,,
882,10200000.0,0.0,25.04.2018,34,1.7452,13.0,,
883,10200000.0,0.0,25.04.2018,34,1.7452,13.0,,
884,77000000.0,0.0,31.05.2018,70,1.9842,16.0,,
885,0.0,30500000.0,04.05.2018,43,1.787,13.0,,
886,14300000.0,0.0,09.05.2018,48,1.7999,13.0,,
887,0.0,15700000.0,11.05.2018,50,1.8105,14.0,,
888,0.0,12200000.0,18.05.2018,57,1.8849,14.0,,
889,36700000.0,0.0,25.05.2018,64,1.9436,15.0,,
890,0.0,14300000.0,31.05.2018,70,1.9842,16.0,,
891,40000000.0,0.0,31.05.2018,70,2.5394,22.0,,
892,0.0,30600000.0,01.06.2018,71,2.0063,16.0,,
893,4200000.0,0.0,06.06.2018,76,2.0252,16.0,,
894,158000000.0,0.0,15.05.2018,54,1.8388,14.0,,
895,0.0,16500000.0,16.05.2018,55,1.85,14.0,,
896,0.0,36000000.0,18.06.2018,88,2.145,18.0,,
897,0.0,139500000.0,16.05.2018,55,1.85,14.0,,
898,0.0,138100000.0,16.05.2018,55,1.85,14.0,,
899,62000000.0,0.0,16.05.2018,55,1.85,14.0,,
900,0.0,158000000.0,15.05.2018,54,1.8388,14.0,,
901,0.0,206700000.0,22.05.2018,61,1.9039,15.0,,
902,0.0,86700000.0,22.05.2018,61,1.9039,15.0,,
903,0.0,10300000.0,22.05.2018,61,1.9039,15.0,,
904,0.0,10300000.0,25.05.2018,64,1.9436,15.0,,
905,6200000.0,0.0,25.05.2018,64,1.9436,15.0,,
906,0.0,206000000.0,01.06.2018,71,2.0063,16.0,,
907,10300000.0,0.0,04.06.2018,74,2.0172,16.0,,
908,8300000.0,0.0,05.06.2018,75,2.0246,16.0,,
909,109000000.0,0.0,05.06.2018,75,2.0246,16.0,,
910,0.0,8300000.0,06.06.2018,76,2.0252,16.0,,
911,10400000.0,0.0,07.06.2018,77,2.0349,16.0,,
912,0.0,75400000.0,07.06.2018,77,2.0349,16.0,,
913,108900000.0,0.0,08.06.2018,78,2.0473,16.0,,
914,0.0,26900000.0,11.06.2018,81,2.0573,16.0,,
915,15000000.0,0.0,12.06.2018,82,2.0714,18.0,,
916,20000000.0,0.0,12.06.2018,82,2.0714,18.0,,
917,25000000.0,0.0,12.06.2018,82,2.0714,18.0,,
918,31100000.0,0.0,13.06.2018,83,2.0888,18.0,,
919,0.0,10000000.0,13.06.2018,83,2.0888,18.0,,
920,20700000.0,0.0,13.06.2018,83,2.0888,18.0,,
921,0.0,41500000.0,14.06.2018,84,2.1069,18.0,,
922,0.0,41500000.0,14.06.2018,84,2.1069,18.0,,
923,0.0,151200000.0,14.06.2018,84,2.1069,18.0,,
924,82900000.0,0.0,15.06.2018,85,2.1245,18.0,,
925,10400000.0,0.0,18.06.2018,88,2.145,18.0,,
926,12500000.0,0.0,19.06.2018,89,2.1775,19.0,,
927,0.0,55000000.0,19.06.2018,89,2.1775,19.0,,
928,25000000.0,0.0,21.06.2018,91,2.2225,19.0,,
929,0.0,12000000.0,20.06.2018,90,2.2018,19.0,,
930,1479990.43,0.0,30.04.2018,39,4.375,33.0,,
931,11118871.39,0.0,24.04.2018,33,3.416,29.0,,
932,0.0,5897734.37,07.05.2018,46,6.375,34.0,,
933,0.0,146281.04,27.04.2018,36,4.0,32.0,,
934,0.0,479998.07,30.04.2018,39,4.0,32.0,,
935,0.0,1023628.17,27.04.2018,36,4.0,32.0,,
936,82000000.0,0.0,15.05.2018,54,1.9604,15.0,,
937,0.0,11200000.0,23.04.2018,32,1.7445,13.0,,
938,81800000.0,0.0,15.05.2018,54,1.9604,15.0,,
939,0.0,11200000.0,24.04.2018,33,1.7413,13.0,,
940,11200000.0,0.0,24.04.2018,33,1.7413,13.0,,
941,31700000.0,0.0,30.04.2018,39,1.7603,13.0,,
942,0.0,89200000.0,30.04.2018,39,1.7603,13.0,,
943,0.0,22500000.0,30.04.2018,39,1.7603,13.0,,
944,0.0,60200000.0,30.04.2018,39,1.7669,13.0,,
945,21200000.0,0.0,30.04.2018,39,1.7723,13.0,,
946,0.0,35800000.0,08.05.2018,47,1.789,13.0,,
947,0.0,85000000.0,08.05.2018,47,1.789,13.0,,
948,82000000.0,0.0,15.05.2018,54,1.9604,15.0,,
949,0.0,17900000.0,08.05.2018,47,1.7935,13.0,,
950,0.0,106100000.0,14.05.2018,53,1.8105,14.0,,
951,21000000.0,0.0,14.05.2018,53,1.8105,14.0,,
952,10600000.0,0.0,14.05.2018,53,1.82,14.0,,
953,0.0,82000000.0,15.05.2018,54,1.9604,15.0,,
954,161000000.0,0.0,15.05.2018,54,1.8388,14.0,,
955,0.0,12200000.0,14.06.2018,84,2.1069,18.0,,
956,10200000.0,0.0,15.06.2018,85,2.1245,18.0,,
957,61200000.0,0.0,18.06.2018,88,2.145,18.0,,
958,96200000.0,0.0,19.06.2018,89,2.1775,19.0,,
959,40800000.0,0.0,19.06.2018,89,2.1775,19.0,,
960,0.0,20400000.0,20.06.2018,90,2.2018,19.0,,
961,15500000.0,0.0,26.04.2018,35,1.7525,13.0,,
962,0.0,16700000.0,26.04.2018,35,1.7525,13.0,,
963,0.0,50000000.0,26.04.2018,35,1.7525,13.0,,
964,0.0,109500000.0,27.04.2018,36,1.7603,13.0,,
965,10400000.0,0.0,27.04.2018,36,1.7603,13.0,,
966,7600000.0,0.0,27.04.2018,36,1.7603,13.0,,
967,0.0,208600000.0,27.04.2018,36,1.7603,13.0,,
968,0.0,12500000.0,30.04.2018,39,1.7603,13.0,,
969,0.0,20900000.0,30.04.2018,39,1.7603,13.0,,
970,0.0,16000000.0,30.04.2018,39,1.7603,13.0,,
971,50400000.0,0.0,02.05.2018,41,1.7778,13.0,,
972,0.0,16700000.0,02.05.2018,41,1.7778,13.0,,
973,0.0,10200000.0,04.05.2018,43,1.787,13.0,,
974,50000000.0,0.0,08.05.2018,47,1.787,13.0,,
975,0.0,50000000.0,08.05.2018,47,1.787,13.0,,
976,10500000.0,0.0,08.05.2018,47,1.7907,13.0,,
977,10400000.0,0.0,08.05.2018,47,1.7907,13.0,,
978,10400000.0,0.0,08.05.2018,47,1.7907,13.0,,
979,0.0,15000000.0,08.05.2018,47,1.405,7.0,,
980,5000000.0,0.0,09.05.2018,48,1.7999,13.0,,
981,10000000.0,0.0,09.05.2018,48,1.7999,13.0,,
982,0.0,21000000.0,09.05.2018,48,1.7999,13.0,,
983,10400000.0,0.0,15.05.2018,54,1.8388,14.0,,
984,0.0,20900000.0,15.05.2018,54,1.8388,14.0,,
985,0.0,42000000.0,16.05.2018,55,1.85,14.0,,
986,50000000.0,0.0,17.05.2018,56,1.8849,14.0,,
987,0.0,201000000.0,21.05.2018,60,1.8849,14.0,,
988,0.0,16700000.0,21.05.2018,60,1.8849,14.0,,
989,0.0,10400000.0,22.05.2018,61,1.9039,15.0,,
990,10400000.0,0.0,22.05.2018,61,1.9039,15.0,,
991,20800000.0,0.0,23.05.2018,62,1.9198,15.0,,
992,0.0,11000000.0,24.05.2018,63,1.9436,15.0,,
993,0.0,41600000.0,25.05.2018,64,1.9436,15.0,,
994,10400000.0,0.0,25.05.2018,64,1.9436,15.0,,
995,21000000.0,0.0,25.05.2018,64,1.9436,15.0,,
996,0.0,10400000.0,04.06.2018,74,2.0172,16.0,,
997,47600000.0,0.0,04.06.2018,74,2.0172,16.0,,
998,0.0,100000000.0,05.06.2018,75,2.0246,16.0,,
999,10000000.0,0.0,05.06.2018,75,2.0246,16.0,,
1000,0.0,40000000.0,06.06.2018,76,2.0252,16.0,,
1001,50000000.0,0.0,06.06.2018,76,2.0252,16.0,,
1002,0.0,20800000.0,08.06.2018,78,2.0473,16.0,,
1003,50000000.0,0.0,12.06.2018,82,2.0714,18.0,,
1004,25000000.0,0.0,13.06.2018,83,2.0888,18.0,,
1005,10900000.0,0.0,19.06.2018,89,2.1775,19.0,,
1006,11000000.0,0.0,21.06.2018,91,2.2225,19.0,,
1007,31000000.0,0.0,29.05.2018,68,1.9842,16.0,,
1008,8300000.0,0.0,20.06.2018,90,2.2018,19.0,,
1009,30000000.0,0.0,18.06.2018,88,2.145,18.0,,
1010,52000000.0,0.0,23.04.2018,32,1.7445,13.0,,
1011,50300000.0,0.0,24.04.2018,33,1.7413,13.0,,
1012,12500000.0,0.0,25.04.2018,34,1.7452,13.0,,
1013,27400000.0,0.0,25.04.2018,34,1.7452,13.0,,
1014,0.0,1000000.0,27.04.2018,36,1.7603,13.0,,
1015,0.0,135400000.0,27.04.2018,36,1.7603,13.0,,
1016,9000000.0,0.0,27.04.2018,36,1.7603,13.0,,
1017,27000000.0,0.0,27.04.2018,36,1.7603,13.0,,
1018,0.0,20000000.0,29.05.2018,68,1.9842,16.0,,
1019,12000000.0,0.0,01.05.2018,40,1.7734,13.0,,
1020,0.0,10500000.0,02.05.2018,41,1.7778,13.0,,
1021,0.0,56000000.0,03.05.2018,42,1.787,13.0,,
1022,16800000.0,0.0,14.05.2018,53,1.8334,14.0,,
1023,25000000.0,0.0,14.05.2018,53,1.8334,14.0,,
1024,19200000.0,0.0,14.05.2018,53,1.8334,14.0,,
1025,0.0,10000000.0,14.05.2018,53,1.8334,14.0,,
1026,21000000.0,0.0,16.05.2018,55,1.85,14.0,,
1027,0.0,55000000.0,16.05.2018,55,1.85,14.0,,
1028,0.0,21000000.0,17.05.2018,56,1.8849,14.0,,
1029,0.0,12600000.0,17.05.2018,56,1.8849,14.0,,
1030,0.0,50000000.0,17.05.2018,56,1.8849,14.0,,
1031,15000000.0,0.0,21.05.2018,60,1.8849,14.0,,
1032,1000000.0,0.0,21.05.2018,60,1.8849,14.0,,
1033,0.0,55200000.0,21.05.2018,60,1.8849,14.0,,
1034,22000000.0,0.0,21.05.2018,60,1.8849,14.0,,
1035,22000000.0,0.0,21.05.2018,60,1.8921,15.0,,
1036,0.0,18000000.0,22.05.2018,61,1.9039,15.0,,
1037,11000000.0,0.0,22.05.2018,61,1.9039,15.0,,
1038,50600000.0,0.0,24.05.2018,63,1.9436,15.0,,
1039,0.0,11000000.0,24.05.2018,63,1.9436,15.0,,
1040,0.0,17800000.0,08.05.2018,47,1.7907,13.0,,
1041,82000000.0,0.0,15.05.2018,54,1.9604,15.0,,
1042,0.0,10400000.0,23.05.2018,62,1.9198,15.0,,
1043,160000000.0,0.0,15.05.2018,54,1.8388,14.0,,
1044,10000000.0,0.0,24.05.2018,63,1.9436,15.0,,
1045,0.0,10400000.0,29.05.2018,68,1.9563,15.0,,
1046,16600000.0,0.0,01.06.2018,71,2.0063,16.0,,
1047,0.0,10000000.0,04.06.2018,74,2.0172,16.0,,
1048,16600000.0,0.0,04.06.2018,74,2.0172,16.0,,
1049,150900000.0,0.0,04.06.2018,74,2.0246,16.0,,
1050,0.0,24200000.0,04.06.2018,74,2.0246,16.0,,
1051,48079957.31,0.0,04.06.2018,74,2.0246,16.0,,
1052,0.0,10000000.0,08.05.2018,47,1.7935,13.0,,
1053,0.0,14500000.0,08.05.2018,47,1.7907,13.0,,
1054,0.0,20800000.0,08.05.2018,47,1.7907,13.0,,
1055,0.0,10000000.0,08.05.2018,47,1.7907,13.0,,
1056,25000000.0,0.0,09.05.2018,48,1.7999,13.0,,
1057,10000000.0,0.0,14.05.2018,53,1.8334,14.0,,
1058,20000000.0,0.0,14.05.2018,53,1.8334,14.0,,
1059,5000000.0,0.0,16.05.2018,55,1.85,14.0,,
1060,0.0,1000000.0,17.05.2018,56,1.8849,14.0,,
1061,10000000.0,0.0,17.05.2018,56,1.8849,14.0,,
1062,10000000.0,0.0,17.05.2018,56,1.8849,14.0,,
1063,0.0,109800000.0,21.05.2018,60,1.8921,15.0,,
1064,0.0,10000000.0,21.05.2018,60,1.8921,15.0,,
1065,0.0,12000000.0,21.05.2018,60,1.8921,15.0,,
1066,0.0,10000000.0,21.05.2018,60,1.8921,15.0,,
1067,0.0,10000000.0,21.05.2018,60,1.8921,15.0,,
1068,0.0,10000000.0,21.05.2018,60,1.8921,15.0,,
1069,0.0,21000000.0,21.05.2018,60,1.8921,15.0,,
1070,0.0,50000000.0,21.05.2018,60,1.8921,15.0,,
1071,8000000.0,0.0,23.05.2018,62,1.9198,15.0,,
1072,0.0,21000000.0,27.04.2018,36,1.4725,9.0,,
1073,0.0,38000000.0,05.06.2018,75,2.0246,16.0,,
1074,0.0,27500000.0,05.06.2018,75,2.0246,16.0,,
1075,0.0,3000000.0,30.04.2018,39,1.7603,13.0,,
1076,0.0,14000000.0,30.04.2018,39,1.7723,13.0,,
1077,95000000.0,0.0,09.05.2018,48,1.7999,13.0,,
1078,130000000.0,0.0,09.05.2018,48,1.7999,13.0,,
1079,0.0,20400000.0,21.06.2018,91,2.2225,19.0,,
1080,0.0,25000000.0,21.06.2018,91,2.2225,19.0,,
1081,51000000.0,0.0,24.04.2018,33,1.7413,13.0,,
1082,0.0,25000000.0,24.04.2018,33,1.7413,13.0,,
1083,20500000.0,0.0,26.04.2018,35,1.7525,13.0,,
1084,14300000.0,0.0,30.04.2018,39,1.7603,13.0,,
1085,14300000.0,0.0,30.04.2018,39,1.7723,13.0,,
1086,0.0,10200000.0,30.04.2018,39,1.7723,13.0,,
1087,10600000.0,0.0,30.04.2018,39,1.7723,13.0,,
1088,53100000.0,0.0,01.05.2018,40,1.7734,13.0,,
1089,0.0,10600000.0,01.05.2018,40,1.7734,13.0,,
1090,0.0,10600000.0,01.05.2018,40,1.7734,13.0,,
1091,0.0,13500000.0,01.05.2018,40,1.7734,13.0,,
1092,0.0,90000000.0,01.05.2018,40,1.7734,13.0,,
1093,0.0,7400000.0,02.05.2018,41,1.7778,13.0,,
1094,20500000.0,0.0,03.05.2018,42,1.787,13.0,,
1095,10200000.0,0.0,04.05.2018,43,1.787,13.0,,
1096,0.0,10600000.0,08.05.2018,47,1.7935,13.0,,
1097,10000000.0,0.0,08.05.2018,47,1.7935,13.0,,
1098,12300000.0,0.0,09.05.2018,48,1.7999,13.0,,
1099,0.0,3200000.0,10.05.2018,49,1.8105,14.0,,
1100,10500000.0,0.0,14.05.2018,53,1.8334,14.0,,
1101,16400000.0,0.0,14.05.2018,53,1.8334,14.0,,
1102,158000000.0,0.0,15.05.2018,54,1.8388,14.0,,
1103,0.0,16400000.0,14.05.2018,53,1.8334,14.0,,
1104,50000000.0,0.0,24.04.2018,33,1.7413,13.0,,
1105,6300000.0,0.0,27.04.2018,36,1.7603,13.0,,
1106,14600000.0,0.0,27.04.2018,36,1.7603,13.0,,
1107,10000000.0,0.0,30.04.2018,39,1.7723,13.0,,
1108,10400000.0,0.0,02.05.2018,41,1.7778,13.0,,
1109,11000000.0,0.0,03.05.2018,42,1.787,13.0,,
1110,0.0,5000000.0,03.05.2018,42,1.787,13.0,,
1111,11300000.0,0.0,03.05.2018,42,1.787,13.0,,
1112,0.0,20000000.0,04.05.2018,43,1.787,13.0,,
1113,20800000.0,0.0,11.05.2018,50,1.8105,14.0,,
1114,0.0,50700000.0,11.05.2018,50,1.8105,14.0,,
1115,0.0,10000000.0,14.05.2018,53,1.8334,14.0,,
1116,0.0,27300000.0,15.05.2018,54,1.8388,14.0,,
1117,0.0,50800000.0,15.05.2018,54,1.8388,14.0,,
1118,10000000.0,0.0,15.05.2018,54,1.8388,14.0,,
1119,10400000.0,0.0,17.05.2018,56,1.8849,14.0,,
1120,0.0,19100000.0,17.05.2018,56,1.8849,14.0,,
1121,5000000.0,0.0,17.05.2018,56,1.8849,14.0,,
1122,0.0,5500000.0,17.05.2018,56,1.8849,14.0,,
1123,20900000.0,0.0,15.06.2018,85,2.1245,18.0,,
1124,0.0,1250000.0,18.06.2018,88,2.145,18.0,,
1125,0.0,10000000.0,18.06.2018,88,2.1775,19.0,,
1126,0.0,20900000.0,18.06.2018,88,2.1775,19.0,,
1127,0.0,20900000.0,18.06.2018,88,2.1775,19.0,,
1128,0.0,16700000.0,21.06.2018,91,2.2225,19.0,,
1129,0.0,8700000.0,16.05.2018,55,1.85,14.0,,
1130,0.0,55000000.0,16.05.2018,55,1.85,14.0,,
1131,0.0,119000000.0,15.05.2018,54,1.8388,14.0,,
1132,206000000.0,0.0,16.05.2018,55,1.85,14.0,,
1133,150000000.0,0.0,16.05.2018,55,1.85,14.0,,
1134,0.0,119000000.0,15.05.2018,54,1.8388,14.0,,
1135,10300000.0,0.0,18.05.2018,57,1.8849,14.0,,
1136,0.0,18600000.0,18.05.2018,57,1.8849,14.0,,
1137,320000000.0,0.0,11.06.2018,81,1.7225,12.0,,
1138,20800000.0,0.0,23.04.2018,32,1.7447,13.0,,
1139,0.0,10400000.0,24.04.2018,33,1.7413,13.0,,
1140,20800000.0,0.0,27.04.2018,36,1.7603,13.0,,
1141,14600000.0,0.0,30.04.2018,39,1.7603,13.0,,
1142,0.0,31300000.0,30.04.2018,39,1.7603,13.0,,
1143,0.0,34000000.0,04.06.2018,74,2.0246,16.0,,
1144,260000000.0,0.0,29.05.2018,68,1.9842,16.0,,
1145,0.0,44000000.0,23.04.2018,32,1.7447,13.0,,
1146,0.0,102000000.0,08.05.2018,47,1.787,13.0,,
1147,0.0,5500000.0,12.06.2018,82,2.0714,18.0,,
1148,11000000.0,0.0,12.06.2018,82,2.0714,18.0,,
1149,0.0,11100000.0,18.06.2018,88,2.145,18.0,,
1150,0.0,6000000.0,18.06.2018,88,2.1775,19.0,,
1151,0.0,40000000.0,30.04.2018,39,1.7669,13.0,,
1152,30000000.0,0.0,01.05.2018,40,1.7734,13.0,,
1153,0.0,17000000.0,25.05.2018,64,1.9436,15.0,,
1154,31000000.0,0.0,25.05.2018,64,1.9436,15.0,,
1155,80000000.0,0.0,04.06.2018,74,1.668,12.0,,
1156,0.0,5000000.0,04.06.2018,74,2.0246,16.0,,
1157,20000000.0,0.0,04.06.2018,74,2.0246,16.0,,
1158,0.0,30600000.0,11.06.2018,81,2.0573,16.0,,
1159,17000000.0,0.0,12.06.2018,82,2.0714,18.0,,
1160,0.0,17000000.0,23.04.2018,32,1.7445,13.0,,
1161,0.0,40000000.0,30.04.2018,39,1.7603,13.0,,
1162,0.0,10000000.0,07.05.2018,46,1.787,13.0,,
1163,0.0,22000000.0,08.05.2018,47,1.789,13.0,,
1164,7500000.0,0.0,18.05.2018,57,1.8849,14.0,,
1165,0.0,21000000.0,24.05.2018,63,1.9436,15.0,,
1166,11000000.0,0.0,13.06.2018,83,2.0888,18.0,,
1167,0.0,55000000.0,18.06.2018,88,2.1775,19.0,,
1168,0.0,62000000.0,23.04.2018,32,1.7445,13.0,,
1169,122000000.0,0.0,30.04.2018,39,1.7603,13.0,,
1170,10000000.0,0.0,21.05.2018,60,1.8921,15.0,,
1171,0.0,20000000.0,27.04.2018,36,2.1841,20.0,,
1172,51000000.0,0.0,13.06.2018,83,2.0888,18.0,,
1173,0.0,261500000.0,30.04.2018,39,1.7669,13.0,,
1174,0.0,82000000.0,15.05.2018,54,1.8388,14.0,,
1175,22000000.0,0.0,06.06.2018,76,2.0252,16.0,,
1176,18000000.0,0.0,15.05.2018,54,1.8388,14.0,,
1177,17000000.0,0.0,11.06.2018,81,2.0714,18.0,,
1178,0.0,5500000.0,12.06.2018,82,2.0714,18.0,,
1179,0.0,5600000.0,18.06.2018,88,2.1775,19.0,,
1180,0.0,20000000.0,23.04.2018,32,1.7445,13.0,,
1181,0.0,40000000.0,30.04.2018,39,1.7669,13.0,,
1182,20000000.0,0.0,14.05.2018,53,1.8105,14.0,,
1183,17000000.0,0.0,14.05.2018,53,1.82,14.0,,
1184,40000000.0,0.0,14.05.2018,53,1.8334,14.0,,
1185,40000000.0,0.0,21.05.2018,60,1.8849,14.0,,
1186,0.0,23000000.0,25.05.2018,64,1.9436,15.0,,
1187,90000000.0,0.0,04.06.2018,74,1.668,12.0,,
1188,25864700.0,0.0,04.06.2018,74,1.668,12.0,,
1189,0.0,17000000.0,13.06.2018,83,2.0888,18.0,,
1190,0.0,30000000.0,23.04.2018,32,1.7445,13.0,,
1191,0.0,12000000.0,23.04.2018,32,1.7445,13.0,,
1192,0.0,17000000.0,30.04.2018,39,1.7669,13.0,,
1193,0.0,28000000.0,30.04.2018,39,1.7723,13.0,,
1194,0.0,27500000.0,30.04.2018,39,1.7723,13.0,,
1195,0.0,11000000.0,08.05.2018,47,1.789,13.0,,
1196,0.0,31000000.0,08.05.2018,47,1.7935,13.0,,
1197,0.0,30000000.0,10.05.2018,49,1.8105,14.0,,
1198,17000000.0,0.0,10.05.2018,49,1.8105,14.0,,
1199,0.0,59424451.0,18.05.2018,57,1.8849,14.0,,
1200,10000000.0,0.0,04.06.2018,74,2.0246,16.0,,
1201,0.0,100000000.0,11.06.2018,81,2.0714,18.0,,
1202,0.0,50000000.0,12.06.2018,82,2.0714,18.0,,
1203,16400000.0,0.0,18.06.2018,88,2.1775,19.0,,
1204,28000000.0,0.0,20.06.2018,90,2.2018,19.0,,
1205,0.0,16000000.0,21.06.2018,91,2.2225,19.0,,
1206,25300000.0,0.0,25.04.2018,34,1.7452,13.0,,
1207,0.0,15000000.0,30.04.2018,39,1.7669,13.0,,
1208,10000000.0,0.0,07.05.2018,46,1.787,13.0,,
1209,0.0,10000000.0,14.05.2018,53,1.8105,14.0,,
1210,71000000.0,0.0,21.05.2018,60,1.8849,14.0,,
1211,0.0,20000000.0,04.06.2018,74,2.0172,16.0,,
1212,44000000.0,0.0,04.06.2018,74,2.0246,16.0,,
1213,20000000.0,0.0,04.06.2018,74,2.0246,16.0,,
1214,27000000.0,0.0,12.06.2018,82,2.0714,18.0,,
1215,25000000.0,0.0,20.06.2018,90,2.2018,19.0,,
1216,10000000.0,0.0,23.04.2018,32,1.7445,13.0,,
1217,30900000.0,0.0,30.04.2018,39,1.7603,13.0,,
1218,20000000.0,0.0,27.04.2018,36,1.7603,13.0,,
1219,82500000.0,0.0,04.05.2018,43,1.787,13.0,,
1220,14000000.0,0.0,03.05.2018,42,1.787,13.0,,
1221,0.0,12500000.0,08.05.2018,47,1.789,13.0,,
1222,0.0,10400000.0,08.05.2018,47,1.789,13.0,,
1223,20800000.0,0.0,08.05.2018,47,1.7935,13.0,,
1224,70000000.0,0.0,15.06.2018,85,2.1266,18.0,,
1225,18400000.0,0.0,15.06.2018,85,2.1245,18.0,,
1226,0.0,6100000.0,18.06.2018,88,2.145,18.0,,
1227,0.0,12200000.0,19.06.2018,89,2.1775,19.0,,
1228,0.0,10200000.0,20.06.2018,90,2.2018,19.0,,
1229,16300000.0,0.0,20.06.2018,90,2.2018,19.0,,
1230,0.0,100800000.0,20.06.2018,90,2.2018,19.0,,
1231,20400000.0,0.0,21.06.2018,91,2.2225,19.0,,
1232,20400000.0,0.0,21.06.2018,91,2.2225,19.0,,
1233,78000000.0,0.0,15.05.2018,54,1.8388,14.0,,
1234,0.0,156000000.0,15.05.2018,54,1.8388,14.0,,
1235,0.0,26300000.0,24.04.2018,33,1.7413,13.0,,
1236,0.0,14300000.0,25.04.2018,34,1.7452,13.0,,
1237,10200000.0,0.0,26.04.2018,35,1.7525,13.0,,
1238,20500000.0,0.0,27.04.2018,36,1.7603,13.0,,
1239,0.0,10200000.0,27.04.2018,36,1.7603,13.0,,
1240,10200000.0,0.0,30.04.2018,39,1.7603,13.0,,
1241,20500000.0,0.0,30.04.2018,39,1.7723,13.0,,
1242,0.0,20500000.0,30.04.2018,39,1.7723,13.0,,
1243,10200000.0,0.0,30.04.2018,39,1.7723,13.0,,
1244,0.0,102500000.0,01.05.2018,40,1.7734,13.0,,
1245,0.0,19600000.0,01.05.2018,40,1.7734,13.0,,
1246,0.0,13100000.0,01.05.2018,40,1.7734,13.0,,
1247,97000000.0,0.0,01.05.2018,40,1.7734,13.0,,
1248,10000000.0,0.0,08.05.2018,47,1.7935,13.0,,
1249,14300000.0,0.0,10.05.2018,49,1.8105,14.0,,
1250,0.0,16400000.0,14.05.2018,53,1.8334,14.0,,
1251,0.0,10300000.0,14.05.2018,53,1.8334,14.0,,
1252,0.0,16400000.0,14.05.2018,53,1.8334,14.0,,
1253,0.0,12700000.0,14.05.2018,53,1.8334,14.0,,
1254,21300000.0,0.0,13.06.2018,83,2.0888,18.0,,
1255,0.0,204700000.0,15.06.2018,85,2.1245,18.0,,
1256,115000000.0,0.0,11.06.2018,81,1.7225,12.0,,
1257,20900000.0,0.0,23.04.2018,32,1.7447,13.0,,
1258,50000000.0,0.0,26.04.2018,35,1.7525,13.0,,
1259,20900000.0,0.0,26.04.2018,35,1.7525,13.0,,
1260,0.0,20900000.0,30.04.2018,39,1.7723,13.0,,
1261,0.0,16700000.0,30.04.2018,39,1.7723,13.0,,
1262,18800000.0,0.0,30.04.2018,39,1.7723,13.0,,
1263,75000000.0,0.0,30.04.2018,39,1.7723,13.0,,
1264,0.0,54800000.0,01.05.2018,40,1.7734,13.0,,
1265,50300000.0,0.0,01.05.2018,40,1.7734,13.0,,
1266,0.0,10400000.0,03.05.2018,42,1.787,13.0,,
1267,0.0,10000000.0,03.05.2018,42,1.787,13.0,,
1268,0.0,50700000.0,03.05.2018,42,1.787,13.0,,
1269,0.0,10000000.0,03.05.2018,42,1.787,13.0,,
1270,0.0,11000000.0,03.05.2018,42,1.787,13.0,,
1271,10000000.0,0.0,08.05.2018,47,1.7935,13.0,,
1272,10900000.0,0.0,11.05.2018,50,1.8105,14.0,,
1273,20000000.0,0.0,13.06.2018,83,2.0888,18.0,,
1274,20800000.0,0.0,14.05.2018,53,1.8334,14.0,,
1275,10000000.0,0.0,14.05.2018,53,1.8334,14.0,,
1276,0.0,10000000.0,14.05.2018,53,1.8334,14.0,,
1277,52100000.0,0.0,15.05.2018,54,1.8388,14.0,,
1278,10000000.0,0.0,17.05.2018,56,1.8849,14.0,,
1279,10300000.0,0.0,22.05.2018,61,1.9039,15.0,,
1280,0.0,10300000.0,23.05.2018,62,1.9198,15.0,,
1281,8300000.0,0.0,25.05.2018,64,1.9436,15.0,,
1282,6200000.0,0.0,25.05.2018,64,1.9436,15.0,,
1283,0.0,109000000.0,29.05.2018,68,1.9842,16.0,,
1284,10300000.0,0.0,01.06.2018,71,2.0063,16.0,,
1285,0.0,207000000.0,05.06.2018,75,2.0246,16.0,,
1286,0.0,20700000.0,06.06.2018,76,2.0252,16.0,,
1287,20700000.0,0.0,06.06.2018,76,2.0252,16.0,,
1288,10000000.0,0.0,07.06.2018,77,2.0349,16.0,,
1289,12400000.0,0.0,07.06.2018,77,2.0349,16.0,,
1290,160000000.0,0.0,15.05.2018,54,1.8388,14.0,,
1291,0.0,20000000.0,12.06.2018,82,2.0714,18.0,,
1292,160000000.0,0.0,15.05.2018,54,1.8388,14.0,,
1293,0.0,41500000.0,14.06.2018,84,2.1069,18.0,,
1294,0.0,12400000.0,14.06.2018,84,2.1069,18.0,,
